"Property Address","Parcel Number","Inspection Date","Grade","License Status","Expiration Date","Latitude","Longitude","georeference"
"1305 Bradley Avenue","912,107,203,001","2011 Jul 15 12:00:00 AM","Class B","Issued",,"40.1271","-88.2274","POINT (-88.2274 40.1271)"
"1508 North Romine Street","912,107,203,002","2022 Apr 05 12:00:00 AM","Class C","Issued","10/14/2026","40.1269772","-88.22736117","POINT (-88.22736117 40.1269772)"
"1506 North Romine Street","912,107,203,003","2022 Aug 05 12:00:00 AM","Class B","Issued","10/14/2026","40.12681288","-88.2273594","POINT (-88.2273594 40.12681288)"
"1506 North Romine Street","912,107,203,003","2013 Oct 22 12:00:00 AM","Class A","Issued","10/14/2026","40.1268","-88.2274","POINT (-88.2274 40.1268)"
"1303 Bradley Avenue","912,107,203,006","2011 Aug 12 12:00:00 AM","Class B","Issued",,"40.1271","-88.227","POINT (-88.227 40.1271)"
"1504 North Mathews Avenue","912,107,204,004","2022 Aug 01 12:00:00 AM","Class B","Issued","10/14/2026","40.12665193","-88.22640326","POINT (-88.22640326 40.12665193)"
"1504 North Mathews Avenue","912,107,204,004","2011 Aug 31 12:00:00 AM","Class B","Issued",,"40.1267","-88.2264","POINT (-88.2264 40.1267)"
"1411 Beardsley Avenue","912,107,205,001","2011 Aug 01 12:00:00 AM","Class B","Issued","10/14/2026","40.126","-88.2289","POINT (-88.2289 40.126)"
"1411 West Beardsley Avenue","912,107,205,001","2022 Aug 08 12:00:00 AM","Class B","Issued","10/14/2026","40.12601323","-88.22893401","POINT (-88.22893401 40.12601323)"
"1415 North Romine Street","912,107,205,008","2022 Aug 05 12:00:00 AM","Class C","Issued","10/14/2026","40.12611461","-88.22779984","POINT (-88.22779984 40.12611461)"
"1407 North Romine Street","912,107,205,012","2016 Apr 19 12:00:00 AM","Class C","Issued",,"40.1254","-88.2278","POINT (-88.2278 40.1254)"
"1407 North Romine Street","912,107,205,012","2022 Aug 23 12:00:00 AM","Class B","Issued","10/14/2026","40.12543231","-88.2277952","POINT (-88.2277952 40.12543231)"
"1303 North Romine Street","912,107,205,019","2022 Feb 15 12:00:00 AM","Class A","Issued","10/14/2026","40.12425012","-88.2277716","POINT (-88.2277716 40.12425012)"
"1303 North Romine Street","912,107,205,019","2011 Sep 20 12:00:00 AM","Class A","Expired","10/14/2026","40.1243","-88.2278","POINT (-88.2278 40.1243)"
"1410 North Romine Street","912,107,206,002","2022 Oct 24 12:00:00 AM","Class B","Issued","10/14/2026","40.12595517","-88.22723491","POINT (-88.22723491 40.12595517)"
"1309 Beardsley Avenue","912,107,206,004","2011 Jul 29 12:00:00 AM","Class B","Issued","10/14/2026","40.1261","-88.227","POINT (-88.227 40.1261)"
"1309 West Beardsley Avenue","912,107,206,004","2022 Aug 12 12:00:00 AM","Class B","Issued","10/14/2026","40.12609597","-88.22695576","POINT (-88.22695576 40.12609597)"
"1303 Beardsley Avenue","912,107,206,007","2011 Aug 01 12:00:00 AM","Class B","Issued",,"40.1261","-88.2263","POINT (-88.2263 40.1261)"
"1303 Beardsley Avenue","912,107,206,007","2022 Aug 01 12:00:00 AM","Class C","Issued","10/14/2026","40.12610055","-88.22631129","POINT (-88.22631129 40.12610055)"
"1213 West Beardsley Avenue","912,107,206,009","2022 Mar 14 12:00:00 AM","Class B","Issued","10/14/2026","40.12611208","-88.22588224","POINT (-88.22588224 40.12611208)"
"1211 W Beardsley Avenue","912,107,206,010","2022 Jul 19 12:00:00 AM","Class B","Issued","10/14/2026","40.12611368","-88.22566757","POINT (-88.22566757 40.12611368)"
"1209 West Beardsley Avenue","912,107,206,011","2022 Apr 20 12:00:00 AM","Class C","Pending Renewal","10/14/2025","40.12611518","-88.22545286","POINT (-88.22545286 40.12611518)"
"1207 West Beardsley Avenue","912,107,206,012","2022 Jul 19 12:00:00 AM","Class B","Issued","10/14/2026","40.12611668","-88.22523816","POINT (-88.22523816 40.12611668)"
"1207 Beardsley Avenue","912,107,206,012","2011 Aug 01 12:00:00 AM","Class B","Issued",,"40.1261","-88.2252","POINT (-88.2252 40.1261)"
"1306 Eureka Street","912,107,206,017","2011 Aug 09 12:00:00 AM","Class B","Issued",,"40.1258","-88.2265","POINT (-88.2265 40.1258)"
"1208 West Eureka Street","912,107,206,023","2023 Jun 01 12:00:00 AM","Class B","Expired","10/14/2023","40.12581864","-88.22523605","POINT (-88.22523605 40.12581864)"
"1208 Eureka Street","912,107,206,023","2011 Aug 30 12:00:00 AM","Class B","Expired","10/14/2022","40.1258","-88.2252","POINT (-88.2252 40.1258)"
"1204 Eureka Street","912,107,206,025","2022 Aug 02 12:00:00 AM","Class B","Issued","10/14/2026","40.12582116","-88.22480664","POINT (-88.22480664 40.12582116)"
"1406 North Romine Street","912,107,207,001","2022 Aug 05 12:00:00 AM","Class C","Issued","10/14/2026","40.12538931","-88.22722462","POINT (-88.22722462 40.12538931)"
"1312 Tremont Street","912,107,207,003","2022 Aug 11 12:00:00 AM","Class B","Issued","10/14/2026","40.12498865","-88.22722166","POINT (-88.22722166 40.12498865)"
"1305 Eureka Street","912,107,207,006","2011 Aug 18 12:00:00 AM","Class B","Issued","10/14/2026","40.1254","-88.2265","POINT (-88.2265 40.1254)"
"1303 Eureka Street","912,107,207,007","2022 Aug 02 12:00:00 AM","Class C","Issued","10/14/2026","40.12534632","-88.22630643","POINT (-88.22630643 40.12534632)"
"1211 West Eureka Street","912,107,207,010","2022 Aug 02 12:00:00 AM","Class B","Issued","10/14/2026","40.12534923","-88.22566231","POINT (-88.22566231 40.12534923)"
"1201 West Eureka Street","912,107,207,026","2022 Jul 21 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12540092","-88.22452996","POINT (-88.22452996 40.12540092)"
"1201 Eureka Street","912,107,207,026","2011 Oct 24 12:00:00 AM","Class B","Expired","10/14/2026","40.1254","-88.2245","POINT (-88.2245 40.1254)"
"1403 North Goodwin Avenue","912,107,207,027","2022 Apr 20 12:00:00 AM","Class C","Pending Renewal","10/14/2025","40.12520212","-88.22452522","POINT (-88.22452522 40.12520212)"
"1403 North Goodwin Avenue","912,107,207,027","2011 Nov 29 12:00:00 AM","Class B","Issued",,"40.1252","-88.2245","POINT (-88.2245 40.1252)"
"1209 Tremont Street","912,107,208,012","2022 Aug 10 12:00:00 AM","Class B","Issued","10/14/2026","40.1245793","-88.22532104","POINT (-88.22532104 40.1245793)"
"1205 Tremont Street","912,107,208,014","2011 Oct 17 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1246","-88.2249","POINT (-88.2249 40.1246)"
"1203 West Tremont Street","912,107,208,015","2022 Apr 20 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12458252","-88.22467664","POINT (-88.22467664 40.12458252)"
"1203 Tremont Street","912,107,208,015","2011 Oct 17 12:00:00 AM","Class B","Issued",,"40.1246","-88.2247","POINT (-88.2247 40.1246)"
"1310 Ellis Drive","912,107,208,017","2011 Dec 20 12:00:00 AM","Class A","Issued",,"40.1242","-88.2269","POINT (-88.2269 40.1242)"
"1306 West Ellis Drive","912,107,208,019","2022 Mar 29 12:00:00 AM","Class B","Issued","10/14/2026","40.12427751","-88.22639207","POINT (-88.22639207 40.12427751)"
"1304 West Ellis Drive","912,107,208,020","2022 Apr 25 12:00:00 AM","Class B","Issued","10/14/2026","40.1242782","-88.22617724","POINT (-88.22617724 40.1242782)"
"1304 West Ellis Drive","912,107,208,020","2025 Oct 06 12:00:00 AM","Class B","Issued","10/14/2026","40.1242782","-88.22617724","POINT (-88.22617724 40.1242782)"
"1210 Ellis Drive","912,107,208,024","2022 Aug 03 12:00:00 AM","Class B","Issued","10/14/2026","40.12428052","-88.22531803","POINT (-88.22531803 40.12428052)"
"1210 Ellis Drive","912,107,208,024","2011 Oct 28 12:00:00 AM","Class B","Issued","10/14/2024","40.1243","-88.2253","POINT (-88.2253 40.1243)"
"1321 North Lincoln Avenue","912,107,226,019","2022 May 20 12:00:00 AM","Class C","Issued","10/14/2026","40.12491696","-88.2211052","POINT (-88.2211052 40.12491696)"
"1412 Beech Street","912,107,251,010","2011 Jun 14 12:00:00 AM","Class B","Issued",,"40.1224","-88.2286","POINT (-88.2286 40.1224)"
"1406 Beech Street","912,107,251,013","2011 Jul 27 12:00:00 AM","Class B","Expired","10/14/2026","40.1224","-88.2279","POINT (-88.2279 40.1224)"
"1402 Beech Street","912,107,251,015","2011 Jul 26 12:00:00 AM","Class B","Issued",,"40.1224","-88.2274","POINT (-88.2274 40.1224)"
"1410 Beslin Street","912,107,253,008","2011 Jul 12 12:00:00 AM","Class C","Issued",,"40.1204","-88.2283","POINT (-88.2283 40.1204)"
"1410 West Beslin Street","912,107,253,008","2022 Nov 10 12:00:00 AM","Class C","Issued","10/14/2026","40.12053259","-88.22833907","POINT (-88.22833907 40.12053259)"
"1408 West Beslin Street","912,107,253,009","2022 Oct 24 12:00:00 AM","Class B","Issued","10/14/2026","40.1205335","-88.2281058","POINT (-88.2281058 40.1205335)"
"1307 Ellis Drive","912,107,254,002","2011 Oct 19 12:00:00 AM","Class B","Issued",,"40.1238","-88.2266","POINT (-88.2266 40.1238)"
"1305 Ellis Drive","912,107,254,003","2022 Aug 03 12:00:00 AM","Class B","Issued","10/14/2026","40.12382789","-88.22640698","POINT (-88.22640698 40.12382789)"
"1305 Ellis Drive","912,107,254,003","2011 Oct 28 12:00:00 AM","Class B","Issued",,"40.1238","-88.2264","POINT (-88.2264 40.1238)"
"1305 West Eads Street","912,107,255,004","2022 Sep 29 12:00:00 AM","Class B","Issued","10/14/2026","40.12285335","-88.22625243","POINT (-88.22625243 40.12285335)"
"1301 Eads Street","912,107,255,005","2011 Jun 01 12:00:00 AM","Class B","Issued",,"40.1229","-88.226","POINT (-88.226 40.1229)"
"1301 West Eads Street","912,107,255,005","2022 Jun 22 12:00:00 AM","Class C","Pending Renewal","10/14/2025","40.12285414","-88.22601947","POINT (-88.22601947 40.12285414)"
"1308 Beech Street","912,107,255,007","2011 Jun 27 12:00:00 AM","Class C","Issued",,"40.1224","-88.2267","POINT (-88.2267 40.1224)"
"1310 West Dublin Street","912,107,256,007","2022 Sep 14 12:00:00 AM","Class B","Issued","10/14/2026","40.12149174","-88.22694241","POINT (-88.22694241 40.12149174)"
"1003 North Mathews Avenue","912,107,256,012","2022 Jun 08 12:00:00 AM","Class B","Issued","10/14/2026","40.1216223","-88.2260153","POINT (-88.2260153 40.1216223)"
"1003 North Mathews Avenue","912,107,256,012","2011 Jun 16 12:00:00 AM","Class C","Expired","10/14/2026","40.1216","-88.226","POINT (-88.226 40.1216)"
"1301 1/2 Dublin Street","912,107,257,006","2011 Jun 29 12:00:00 AM","Class B","Expired",,"40.1212","-88.2258","POINT (-88.2258 40.1212)"
"1301 West Dublin Street","912,107,257,006","2022 Nov 10 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12095","-88.22599","POINT (-88.22599 40.12095)"
"1204 North Mathews Avenue","912,107,258,001","2022 Jun 28 12:00:00 AM","Class B","Issued","10/14/2026","40.12382","-88.22554","POINT (-88.22554 40.12382)"
"1209 Ellis Drive","912,107,258,002","2011 Oct 28 12:00:00 AM","Class B","Issued",,"40.1238","-88.2253","POINT (-88.2253 40.1238)"
"1205 North Goodwin Avenue","912,107,258,006","2022 Aug 02 12:00:00 AM","Class B","Issued","10/14/2026","40.12382285","-88.22445405","POINT (-88.22445405 40.12382285)"
"1203 Eads Street","912,107,259,005","2011 May 18 12:00:00 AM","Class B","Issued",,"40.1229","-88.2247","POINT (-88.2247 40.1229)"
"1208 Beech Street","912,107,259,011","2011 Jun 06 12:00:00 AM","Class C","Issued",,"40.1225","-88.2251","POINT (-88.2251 40.1225)"
"1206 Beech Street","912,107,259,012","2011 Jul 28 12:00:00 AM","Class B","Issued","10/14/2026","40.1225","-88.2248","POINT (-88.2248 40.1225)"
"1211 Beech Street","912,107,260,001","2011 Jun 17 12:00:00 AM","Class C","Pending Renewal","10/14/2025","40.1219","-88.2256","POINT (-88.2256 40.1219)"
"1205 Beech Street","912,107,260,005","2011 Jun 30 12:00:00 AM","Class B","Expired",,"40.1219","-88.2249","POINT (-88.2249 40.1219)"
"1009 North Goodwin Avenue","912,107,260,006","2011 Oct 11 12:00:00 AM","Class B","Issued",,"40.122","-88.2245","POINT (-88.2245 40.122)"
"1211 Dublin Street","912,107,261,001","2011 Jul 12 12:00:00 AM","Class C","Issued",,"40.1212","-88.2251","POINT (-88.2251 40.1212)"
"1208 West Beslin Street","912,107,261,009","2022 Jul 20 12:00:00 AM","Class A","Issued","10/14/2026","40.12054717","-88.22504827","POINT (-88.22504827 40.12054717)"
"1208 Beslin Street","912,107,261,009","2011 Aug 04 12:00:00 AM","Class B","Issued","10/14/2026","40.1204","-88.2251","POINT (-88.2251 40.1204)"
"1204 1/2 North Goodwin Avenue","912,107,276,001","2022 May 11 12:00:00 AM","Class B","Issued","10/14/2026","40.12360662","-88.22361902","POINT (-88.22361902 40.12360662)"
"1204 1/2 North Goodwin Avenue","912,107,276,001","2011 Oct 20 12:00:00 AM","Class B","Pending Renewal","10/14/2025","0.0","0.0","POINT (0 0)"
"1002 Eads Street","912,107,276,017","2011 Nov 07 12:00:00 AM","Class A","Expired",,"40.1235","-88.222","POINT (-88.222 40.1235)"
"1104 West Eads Street","912,107,276,021","2022 May 11 12:00:00 AM","Class B","Issued","10/14/2026","40.12352024","-88.22288932","POINT (-88.22288932 40.12352024)"
"918 West Eads Street","912,107,278,013","2025 Sep 26 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12347344","-88.22149764","POINT (-88.22149764 40.12347344)"
"914 West Wascher Drive","912,107,279,006","2022 Apr 06 12:00:00 AM","Class A","Issued","10/14/2026","40.12264725","-88.22101587","POINT (-88.22101587 40.12264725)"
"914 Wascher Drive","912,107,279,006","2010 Dec 23 12:00:00 AM","Class B","Issued","10/14/2026","40.1227","-88.221","POINT (-88.221 40.1227)"
"911 West Eads Street","912,107,279,014","2022 Aug 04 12:00:00 AM","Class A","Issued","10/14/2026","40.12296253","-88.22081492","POINT (-88.22081492 40.12296253)"
"911 Eads Street","912,107,279,014","2011 Dec 21 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.123","-88.2208","POINT (-88.2208 40.123)"
"903 West Eads Street","912,107,279,018","2022 Sep 26 12:00:00 AM","Class A","Issued","10/14/2026","40.122963","-88.21996","POINT (-88.21996 40.122963)"
"904 West Wascher Drive","912,107,279,025","2022 Aug 17 12:00:00 AM","Class B","Issued","10/14/2026","40.12264164","-88.21993648","POINT (-88.21993648 40.12264164)"
"915 North Harvey Street","912,107,280,007","2022 Oct 05 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12123235","-88.22228043","POINT (-88.22228043 40.12123235)"
"915 Harvey Street","912,107,280,007","2011 Nov 03 12:00:00 AM","Class B","Issued",,"40.1212","-88.2223","POINT (-88.2223 40.1212)"
"913 North Harvey Street","912,107,280,008","2022 Oct 05 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12108667","-88.22227868","POINT (-88.22227868 40.12108667)"
"913 Harvey Street","912,107,280,008","2011 Nov 03 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.1211","-88.2223","POINT (-88.2223 40.1211)"
"903 North Harvey Street","912,107,280,013","2022 Aug 25 12:00:00 AM","Class B","Expired","10/14/2021","40.12035828","-88.22226992","POINT (-88.22226992 40.12035828)"
"901 North Harvey Street","912,107,280,014","2023 Mar 03 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12021237","-88.22226831","POINT (-88.22226831 40.12021237)"
"901 Harvey Street","912,107,280,014","2011 Dec 13 12:00:00 AM","Class A","Issued",,"40.1202","-88.2222","POINT (-88.2222 40.1202)"
"912 North Harvey Street","912,107,281,004","2023 Mar 03 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12094305","-88.22173633","POINT (-88.22173633 40.12094305)"
"906 North Harvey Street","912,107,281,007","2022 Oct 05 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12050659","-88.22173285","POINT (-88.22173285 40.12050659)"
"906 Harvey Street","912,107,281,007","2011 Dec 13 12:00:00 AM","Class B","Issued","10/14/2021","40.1205","-88.2217","POINT (-88.2217 40.1205)"
"904 North Harvey Street","912,107,281,008","2022 Oct 05 12:00:00 AM","Class B","Temporarily Not a Rental","10/14/2024","40.1203611","-88.2217317","POINT (-88.2217317 40.1203611)"
"917 North Gregory Street","912,107,281,010","2011 Dec 19 12:00:00 AM","Class B","Expired",,"40.1214","-88.2214","POINT (-88.2214 40.1214)"
"915 North Gregory Street","912,107,281,011","2011 Dec 14 12:00:00 AM","Class B","Expired",,"40.1212","-88.2214","POINT (-88.2214 40.1212)"
"913 North Gregory Street","912,107,281,012","2022 May 11 12:00:00 AM","Class B","Issued","10/14/2026","40.12108947","-88.22137784","POINT (-88.22137784 40.12108947)"
"913 North Gregory Street","912,107,281,012","2011 Dec 13 12:00:00 AM","Class B","Expired",,"40.1211","-88.2214","POINT (-88.2214 40.1211)"
"916 North Gregory Street","912,107,282,008","2022 Aug 23 12:00:00 AM","Class C","Temporarily Not a Rental","10/14/2024","40.12135183","-88.22080674","POINT (-88.22080674 40.12135183)"
"916 North Gregory Street","912,107,282,008","2011 Dec 19 12:00:00 AM","Class B","Expired",,"40.1214","-88.2208","POINT (-88.2208 40.1214)"
"914 North Gregory Street","912,107,282,009","2022 Aug 10 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12118983","-88.22080567","POINT (-88.22080567 40.12118983)"
"914 North Gregory Street","912,107,282,009","2011 Dec 14 12:00:00 AM","Class B","Expired",,"40.1212","-88.2209","POINT (-88.2209 40.1212)"
"908 North Gregory Street","912,107,282,012","2011 Dec 13 12:00:00 AM","Class B","Expired",,"40.1207","-88.2208","POINT (-88.2208 40.1207)"
"904 North Gregory Street","912,107,282,014","2022 Feb 10 12:00:00 AM","Class A","Temporarily Not a Rental","10/14/2023","40.120393","-88.22079959","POINT (-88.22079959 40.120393)"
"903 North Lincoln Avenue","912,107,282,026","2008 Aug 11 12:00:00 AM","Class B","Issued",,"40.1202","-88.2198","POINT (-88.2198 40.1202)"
"1410 1/2 West Hill Street","912,107,401,009","2023 Dec 12 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11956609","-88.22844312","POINT (-88.22844312 40.11956609)"
"1410 West Hill Street","912,107,401,010","2023 Dec 12 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11956722","-88.22828545","POINT (-88.22828545 40.11956722)"
"1303 Beslin Street","912,107,406,004","2011 Jul 27 12:00:00 AM","Class B","Issued",,"40.1201","-88.2263","POINT (-88.2263 40.1201)"
"1301 Beslin Street","912,107,406,005","2011 Jul 26 12:00:00 AM","Class B","Issued","10/14/2026","40.1201","-88.226","POINT (-88.226 40.1201)"
"807 North Mathews Avenue","912,107,406,006","2011 Aug 05 12:00:00 AM","Class B","Issued","10/14/2026","40.1199","-88.226","POINT (-88.226 40.1199)"
"1302 1/2 Hill Street","912,107,406,011","2011 Aug 17 12:00:00 AM","Class B","Issued","10/14/2026","0.0","0.0","POINT (0 0)"
"1215 West Beslin Street","912,107,410,001","2022 Jun 03 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11999725","-88.22554227","POINT (-88.22554227 40.11999725)"
"1215 Beslin Street","912,107,410,001","2011 Jul 14 12:00:00 AM","Class B","Issued","10/14/2026","40.1203","-88.2241","POINT (-88.2241 40.1203)"
"1213 Beslin Street","912,107,410,002","2011 Sep 27 12:00:00 AM","Class C","Pending Renewal","10/14/2025","40.1201","-88.2254","POINT (-88.2254 40.1201)"
"1211 Beslin Street","912,107,410,003","2011 Jul 14 12:00:00 AM","Class C","Pending Renewal","10/14/2025","40.1201","-88.2252","POINT (-88.2252 40.1201)"
